image,Pepperoni,Bacon,Mushrooms,Onions,Peppers,Black olives,Tomatoes,Spinach,Fresh basil,Arugula,Broccoli,Corn,Pineapple
04717.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04718.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04719.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04722.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04725.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
04726.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04727.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
04729.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04730.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04732.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04735.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04736.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04737.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
04738.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04739.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04741.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04742.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04743.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04744.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04745.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04747.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04748.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04751.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04752.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
04757.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04758.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04759.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04760.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04761.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04762.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04764.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04765.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04766.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
04768.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04775.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04777.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04778.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
04779.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04783.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04785.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04787.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
04788.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04789.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04790.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04794.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04795.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04797.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04798.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04800.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04801.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04802.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04804.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04805.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
04806.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04807.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
04809.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04810.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04812.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04819.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
04821.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04822.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
04823.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04824.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
04825.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04827.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
04832.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04837.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04839.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04840.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04841.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04843.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04845.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
04846.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04847.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04852.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
04853.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04855.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04856.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04858.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04860.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04861.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04863.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
04864.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04865.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04866.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04867.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04868.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04869.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04870.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04871.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04872.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04873.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04875.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04876.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04877.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04878.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04880.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04881.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04882.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
04883.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04885.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04889.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04890.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04891.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04893.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04894.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04895.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04899.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04900.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04903.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04905.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04908.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04909.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04910.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
04914.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04916.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04920.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04921.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04922.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04923.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04924.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
04926.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04927.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04928.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04929.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04930.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
04932.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04934.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
04935.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04939.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04942.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
04944.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04947.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04950.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04952.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04954.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
04955.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04956.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
04957.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04958.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04960.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04962.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04966.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04967.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
04968.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
04971.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04973.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
04976.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
04977.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
04978.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04980.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04982.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04983.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04984.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04985.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04986.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
04987.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04988.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04989.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04990.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04992.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
04993.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
04994.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
04997.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
04999.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05000.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05002.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05005.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05006.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
05007.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05008.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05009.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05010.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05011.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05012.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05013.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
05015.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05017.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05018.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
05020.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05021.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
05023.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05024.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05025.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05027.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
05031.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05032.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05033.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05034.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05035.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05036.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
05039.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05040.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05041.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05043.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05049.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05050.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05051.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05052.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05053.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05054.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05056.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05057.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05058.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05059.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05060.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
05061.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05062.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05063.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05064.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05065.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05068.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05069.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05072.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05074.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05076.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05077.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05079.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05081.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05082.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05083.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05084.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05085.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05086.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05090.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05091.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05094.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05096.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05097.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
05100.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
05102.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05103.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05105.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05107.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05108.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05109.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05111.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
05113.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05116.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05117.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05121.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05122.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05123.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05124.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05125.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05127.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05128.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05129.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05130.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05132.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05133.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05134.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05135.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05136.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05137.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05138.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05140.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05142.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05143.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05145.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05148.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05150.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05151.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
05152.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05154.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05156.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05157.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05158.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05160.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05161.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05162.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05163.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05164.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05165.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05166.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05168.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05170.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05171.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
05174.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05175.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05176.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05177.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05180.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05182.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05185.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05186.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05187.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05188.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05191.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
05193.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05195.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05199.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05201.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05202.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05203.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
05208.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05211.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05212.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05214.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05215.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05217.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05218.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05220.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
05226.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05227.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05228.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05229.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05233.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05235.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
05238.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05241.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05244.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05245.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05247.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05250.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05251.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05252.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05253.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05254.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05255.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05256.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05257.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05260.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05262.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05264.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05266.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05273.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
05274.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05276.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05278.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05280.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05281.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05283.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05285.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05286.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05287.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05288.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05289.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05290.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05292.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05294.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05295.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05296.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05297.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05301.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05302.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05306.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05307.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05309.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05310.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05311.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05313.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05314.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05317.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05318.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05320.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05321.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05322.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05323.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05325.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05327.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05331.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05333.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05335.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05337.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05338.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05340.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
05341.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
05343.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05344.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05347.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05348.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05349.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
05350.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05358.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05359.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05360.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05362.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05366.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05367.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
05368.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05371.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05372.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
05373.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05377.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
05378.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05379.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05383.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05384.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05387.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05388.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05391.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05392.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05393.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05394.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05397.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05399.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05400.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05402.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05408.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
05409.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05413.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
05414.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05419.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05420.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05422.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05423.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05425.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
05427.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05429.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05431.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05432.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05433.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05436.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05438.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
05439.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05441.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05442.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05444.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
05447.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
05448.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
